region,municipality,settlement,oktmo,latitude_dd,longitude_dd,year,assets,assets_depreciation,assets_exhausted,assets_new,birth,build_flat,catering,catering_growth,collective_foreign,collective_people,collective_russian,comp_electr,comp_manufact,comp_mining,construction,crimes,criminals,death,doctors,doctors_per10,domesticserv,hospital_beds,hospital_beds_per10,hospitals,industry,invest_budg,invest_fed,invest_reg,investment,job_regist,job_regist_unempl,job_seeker,job_seeker_unempl,living_space,migration,n_companies,new_hospital_beds,new_housing,new_polycl_visits,new_preschool_places,new_school_places,nurses,nurses_per10,pens,pension,polycl_visits,polycl_visits_per10,polyclinic,pop_1_6,pop_old,pop_work,pop_young,population,preschool,preschool_child,preschool_coverage,preschool_places,preschool_waiting,pupils,retail,retail_growth,rni,schools,servises,volume_electr,volume_manufact,volume_mining,volume_water,wage,workers
Московская область,Балашиха,Балашиха,46704000001,55.79638889,37.93833333,2017,190802.8,38.1,6,13191.3,14.2,4329,1706.8,137.5,2491,48491,46000,NaN,NaN,NaN,4710.4,NaN,NaN,8.4,967,20.9,NaN,1.5,31.7,NaN,NaN,41.7,4,9.6,9961.4,NaN,NaN,2151,1568,26.5,14807,9892,0,278.9,767,370,575,1725,37.3,115.7,14351.5,6.2,134,NaN,38.9,95.7,285.3,87.2,468.2,101,25.8,NaN,19.9,NaN,NaN,77974.3,114.5,5.8,NaN,NaN,6952.2,46725.9,NaN,5012.6,50766,53.4
Московская область,Балашиха,Балашиха,46704000001,55.79638889,37.93833333,2018,196893.3,42.4,8.3,14653.8,13.3,8713,2177.4,124.5,74639,283711,209072,NaN,NaN,NaN,5811.8,NaN,NaN,8.1,1252,25,NaN,1.5,29.2,NaN,NaN,25.7,3.3,15,16785.8,NaN,NaN,2254,1500,28.3,19317,8554,0,451.5,696,125,850,2132,42.5,119.1,15080.1,6.8,135.8,NaN,42.2,100.1,295.8,94.1,490,106,27.8,NaN,20.1,NaN,NaN,94356.2,116.7,5.2,NaN,NaN,7169.5,45314.6,NaN,2947.3,56176,54.3
Московская область,Балашиха,Балашиха,46704000001,55.79638889,37.93833333,2019,228475,42.3,7.4,13791.5,10.9,8571,3000.2,135.6,9699,55238,45539,NaN,NaN,NaN,7512.6,NaN,NaN,8,956,18.4,NaN,1.6,30.5,NaN,NaN,15.9,2.2,6.8,25414.9,NaN,NaN,2148,1595,29.4,15896,8541,0,437.7,68,0,792,1543,29.7,NaN,NaN,7.6,146.9,NaN,44.4,98.5,310,98.9,507.4,99,28.1,NaN,20.7,NaN,NaN,99542.2,100.6,2.9,NaN,NaN,6454.5,50208.6,NaN,8498.2,63066.3,57.3
Московская область,Домодедово,Домодедово,46709000001,55.43694444,37.7675,2010,41686,33,4.6,5209,12.4,1185,5487.5,107,NaN,NaN,NaN,19,46,NaN,3920,1317,537,18.2,283,29.3,NaN,0.5,51.4,2,NaN,6.7,5.9,NaN,12712.1,NaN,NaN,318,293,29.9,1874,4056,0,92.5,0,0,0,463,48,25.5,8082,2.5,255.9,6,NaN,NaN,NaN,NaN,96.5,25,3.1,NaN,2.9,3050,NaN,13660.9,115,-5.8,NaN,NaN,1912.1,19363.7,NaN,NaN,37359,52.8
Московская область,Домодедово,Домодедово,46709000001,55.43694444,37.7675,2011,51746,32.7,5.6,8440,12.4,1652,6493.3,115,NaN,NaN,NaN,18,43,NaN,7240.1,NaN,NaN,16,363,36.1,NaN,0.6,59.6,3,NaN,11.7,10.7,0.3,13737.3,NaN,NaN,284,221,29.5,4464,4302,0,116.6,0,160,200,716,71.1,22.7,9007,2.6,256.4,12,6.5,21.7,62.9,16,100.6,24,3.3,NaN,3,4092,NaN,16564.5,113.1,-3.6,NaN,NaN,2078.3,24726.1,NaN,NaN,41786,57.9
Московская область,Домодедово,Домодедово,46709000001,55.43694444,37.7675,2012,77206.1,25,3.8,23739.2,13.3,1266,6775.4,99.9,NaN,NaN,NaN,18,43,NaN,7510.9,2035,812,14.9,275,26.3,NaN,0.5,44.9,1,NaN,10.7,9.6,0.6,14431.6,NaN,NaN,214,171,29.2,4219,4663,0,102.4,0,120,0,428,40.9,23.9,9811,1.8,176.3,5,7.2,22.4,64.6,17.7,104.7,26,3.9,NaN,3.8,4394,NaN,17869.8,103.4,-1.6,NaN,NaN,2194.7,35080.3,NaN,NaN,46222,53.9
Московская область,Домодедово,Домодедово,46709000001,55.43694444,37.7675,2013,86355.2,28.1,4,11141.4,12.7,1699,7168.1,98.4,NaN,NaN,NaN,29,64,NaN,4135.6,2040,872,15.2,280,25.9,NaN,0.5,43.5,1,NaN,16,12.9,1.5,16911.7,NaN,NaN,169,124,33.4,3825,4919,40,117.8,0,250,0,473,43.7,22.8,10924,2,181.6,5,8.4,22.8,65.9,19.5,108.2,37,4.5,NaN,5,4840,NaN,21643.4,113.9,-2.5,NaN,NaN,2546.7,37726.5,NaN,NaN,49009,55.6
Московская область,Домодедово,Домодедово,46709000001,55.43694444,37.7675,2014,101599.8,28.6,3.1,17182.2,12.7,5504,7772.6,100.8,NaN,NaN,NaN,26,66,2,10156.7,NaN,NaN,14.4,615,54.9,NaN,0.6,50.8,NaN,NaN,4,2.2,0.6,18371.4,NaN,NaN,355,261,47.9,4024,5160,NaN,307.8,0,320,550,1018,90.9,36.2,11810.2,2.9,262.8,NaN,9.9,23.6,67.5,21,112.1,30,5.2,NaN,5.6,NaN,NaN,24692.2,105.7,-1.7,NaN,NaN,2599.7,33939.6,NaN,NaN,51386.8,56.5
Московская область,Домодедово,Домодедово,46709000001,55.43694444,37.7675,2015,113974.1,33.1,4.8,8439.8,14.5,4706,7384,84.7,19671,336473,316802,13,34,NaN,10578.9,NaN,NaN,12,588,50.3,NaN,0.6,48.7,NaN,NaN,12.3,9,1,22993.9,NaN,NaN,617,467,37,4608,7311,50,267.2,0,960,0,746,63.8,37.2,13099.7,3.1,265.7,NaN,10.7,24.4,69.7,22.9,117,32,6.2,NaN,6.5,NaN,NaN,26926,93.8,2.5,NaN,NaN,2696.1,28643.1,NaN,NaN,51790.1,54.6
Московская область,Домодедово,Домодедово,46709000001,55.43694444,37.7675,2016,110779.6,34.9,5.4,8019.8,15.4,6616,7821.5,95.5,24105,271685,252364,NaN,NaN,NaN,12323.6,NaN,NaN,11.5,444,28,NaN,0.5,33.7,NaN,NaN,10.6,6.3,3.7,31959.3,NaN,NaN,499,432,39.7,6868,5813,0,523,0,120,1890,665,41.9,38.8,13410.3,2.9,184.8,NaN,11.9,25.4,73.3,25.6,124.3,30,6.8,NaN,6.8,NaN,NaN,31481.2,107.1,3.9,NaN,NaN,3084.8,19607.6,NaN,NaN,54957.2,53.6
Московская область,Домодедово,Домодедово,46709000001,55.43694444,37.7675,2017,132089.2,34.5,6.5,16895.6,15.2,9801,7771.7,95,24105,302609,278504,NaN,NaN,NaN,10323.7,NaN,NaN,11.6,483,28.8,NaN,0.5,30.7,NaN,NaN,13.8,12.4,0.5,34287.5,NaN,NaN,386,317,41.2,3117,5684,0,530.4,0,0,0,682,40.6,40.1,14299.3,2.9,174.5,NaN,12.9,26,74.5,27.4,127.9,30,7.3,NaN,7.4,NaN,NaN,32188.8,97.8,3.6,NaN,NaN,3081.4,24371.7,NaN,1099.6,59910.2,55.4
Московская область,Домодедово,Домодедово,46709000001,55.43694444,37.7675,2018,170445.8,32.4,4.7,31322.8,14,3113,6843.9,85.9,23105,162544,139439,NaN,NaN,NaN,13456.4,NaN,NaN,11.7,568,31.7,NaN,0.5,28.7,NaN,NaN,6.2,4.8,0.7,35929,NaN,NaN,424,330,42.7,5370,5005,0,264.1,0,0,0,782,43.6,NaN,NaN,2.9,163.5,NaN,13.8,25.9,77.3,29.3,133.5,31,7.6,NaN,7.6,NaN,NaN,35918.9,107.6,2.3,NaN,NaN,2806.7,29140.2,0.5,1193.5,67135.8,55.2
Московская область,Домодедово,Домодедово,46709000001,55.43694444,37.7675,2019,167899.4,35.4,7.1,31468.5,10.3,2122,7216.5,103.7,19373,192046,172673,NaN,NaN,NaN,14355.1,NaN,NaN,11.1,533,28.9,NaN,0.5,28,NaN,NaN,6.6,3.8,0.5,31839.7,NaN,NaN,437,388,43,3738,4694,0,146.9,0,160,550,714,38.8,NaN,NaN,3,164.8,NaN,13.7,26,80.8,30.4,137.2,32,8.3,NaN,8.5,NaN,NaN,39456.4,104.8,-0.8,NaN,NaN,2821.3,28782.7,NaN,992.4,70084,57.5
Московская область,Долгопрудный,Долгопрудный,46716000001,55.93361111,37.51444444,2015,33826.6,54.6,21.6,6208.6,12.7,3659,NaN,NaN,NaN,504,504,NaN,NaN,NaN,NaN,NaN,NaN,11.3,389,38.7,NaN,0.5,49.5,NaN,NaN,7,2.5,2.4,6566.8,NaN,NaN,344,284,30.5,1641,3852,0,398.5,0,250,0,583,58,NaN,NaN,1.9,193,NaN,6.8,23,61.3,16.3,100.6,30,5.7,NaN,5.7,NaN,NaN,5377.6,100.6,1.4,NaN,NaN,1167.7,18887.4,NaN,NaN,58372.4,18.4
Московская область,Долгопрудный,Долгопрудный,46716000001,55.93361111,37.51444444,2016,38330.9,51.9,18.3,11354.3,13,1965,NaN,NaN,NaN,8300,8300,NaN,NaN,NaN,NaN,NaN,NaN,10.4,351,34.9,NaN,0.5,47.8,NaN,NaN,7.3,1.1,2.8,4367.8,NaN,NaN,388,298,31.3,3407,3489,0,118.8,0,140,1275,543,54,NaN,NaN,1.7,169,NaN,7.3,23.5,63.2,17.5,104.2,34,6.3,NaN,6,NaN,NaN,6024.9,102.7,2.6,NaN,NaN,1273.1,18100.8,NaN,NaN,64024.9,17.9
Московская область,Долгопрудный,Долгопрудный,46716000001,55.93361111,37.51444444,2017,39208.2,53.6,17.9,6248.2,9.8,1195,84.8,200,NaN,6731,6731,NaN,NaN,NaN,NaN,NaN,NaN,9.5,356,34.2,NaN,0.5,48.1,NaN,NaN,10.3,7.4,2,2917.9,NaN,NaN,304,241,31.1,4600,3902,0,91.4,0,0,900,524,50.3,NaN,NaN,1.7,163.1,NaN,8.2,23.9,65.6,19.4,108.9,35,7,NaN,6.9,NaN,NaN,8966.2,142.4,0.3,NaN,NaN,890.3,17616.8,NaN,NaN,67809.7,17.7
Московская область,Долгопрудный,Долгопрудный,46716000001,55.93361111,37.51444444,2018,44739,54.6,17.4,4463.3,10.2,3113,255.7,200,NaN,NaN,NaN,NaN,NaN,NaN,1080,NaN,NaN,8.7,350,31.2,NaN,0.5,42.9,NaN,NaN,40.8,36.7,2.9,6168.9,NaN,NaN,245,205,34.7,2981,3383,0,168.3,0,120,0,455,40.6,NaN,NaN,1.7,151.8,NaN,8.8,24.4,66.6,21,112,35,7.3,NaN,7.2,NaN,NaN,11215.1,120.6,1.5,NaN,NaN,1105.2,21749.7,NaN,991.8,74583.9,17.7
Московская область,Долгопрудный,Долгопрудный,46716000001,55.93361111,37.51444444,2019,49972.7,53.2,18.4,8174.9,6.4,1637,512.9,197.4,NaN,9735,9735,NaN,NaN,NaN,NaN,NaN,NaN,9,360,31,NaN,0.5,41.5,NaN,NaN,33.5,28.1,4.8,5828.3,NaN,NaN,306,244,30.7,4323,3450,0,96.5,0,0,850,467,40.2,NaN,NaN,1.7,148.7,NaN,9.1,23.8,70.2,22,116,37,7.7,NaN,7.8,NaN,NaN,13418.2,114.1,-2.6,NaN,NaN,935.9,35908.4,NaN,908.6,82040.1,18.6
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2000,NaN,NaN,NaN,NaN,7.3,NaN,7.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,331.4,NaN,NaN,15,252,23.4,21.2,0.7,66,4,872.9,4.6,0,NaN,110.3,1161,297,NaN,NaN,20.6,NaN,2368,0,22,0,0,0,484,45,25.7,NaN,2.2,206,10,NaN,NaN,NaN,NaN,107.6,28,3.3,NaN,3.5,NaN,13.1,637.2,NaN,-7.7,16,178.9,NaN,NaN,NaN,NaN,1893,23.8
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2001,NaN,NaN,NaN,NaN,7.6,NaN,26.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1034.7,NaN,NaN,15.6,244,22.6,31.7,0.7,66.3,4,1209.8,NaN,0,NaN,65.5,1181,299,NaN,NaN,21.2,NaN,2805,0,77.9,0,0,1266,462,42.8,28.1,NaN,2.2,205.4,12,NaN,NaN,NaN,NaN,107.9,27,3.2,NaN,3.6,NaN,12.7,746.5,NaN,-8,16,228.2,NaN,NaN,NaN,NaN,3182,23.5
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2002,NaN,NaN,NaN,NaN,8.2,1725,10.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,880.9,NaN,NaN,15.5,264,24.2,48.1,0.7,64.7,4,1660.3,0.4,0,NaN,90.3,651,475,NaN,NaN,22,NaN,1950,0,123.2,0,0,0,462,42.4,26.5,1570,2.2,203.3,12,NaN,NaN,NaN,NaN,110.6,25,3.1,NaN,3,NaN,12.3,1022.9,NaN,-7.3,19,360.9,NaN,NaN,NaN,NaN,3830,23.3
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2003,NaN,NaN,NaN,NaN,8.7,1163,17.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1141.5,NaN,NaN,15.2,284,25,31,0.7,60.8,4,2100.5,NaN,0,NaN,226.6,613,393,NaN,NaN,21.7,NaN,2146,0,88.3,200,0,0,495,43.6,26.6,1875.3,2.2,195.3,12,NaN,NaN,NaN,NaN,113.5,25,3.3,NaN,3.2,NaN,11.9,1286.7,NaN,-6.5,19,476,NaN,NaN,NaN,NaN,4142,28
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2004,NaN,NaN,NaN,NaN,8.9,2622,20.3,95.3,NaN,NaN,NaN,NaN,NaN,NaN,617.2,NaN,NaN,14.5,357,31,39.2,0.6,55.5,4,NaN,1.7,1.7,NaN,482.7,683,398,NaN,NaN,21.7,NaN,2368,0,169.1,0,0,0,519,45,26.8,2156.2,2.4,209,17,5.4,24.6,74.6,16.1,115.3,24,3.4,63.2,3.3,NaN,11.5,1512.7,108.1,-5.6,18,601.3,389.3,3679.8,NaN,NaN,5908,25.1
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2005,NaN,NaN,NaN,NaN,8,450,35.3,143.1,NaN,NaN,NaN,8,27,NaN,596,2487,429,14.7,391,33.6,56.8,0.6,55.4,4,NaN,3.3,3.3,NaN,716.9,691,409,NaN,NaN,23.1,NaN,2608,0,39.9,0,0,0,505,43.4,27.4,2660.7,2.6,221.5,22,5.7,25,75.8,15.7,116.5,25,3.8,67,3.7,NaN,11.4,2075.9,125.9,-6.7,19,933.7,743.6,4867.6,NaN,NaN,7400,26.3
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2006,NaN,NaN,NaN,NaN,8.3,2699,26.7,102.7,NaN,NaN,NaN,8,24,NaN,468.4,3556,469,14.3,376,31.6,97.6,0.6,54.2,4,NaN,13.9,13.5,NaN,365.6,NaN,NaN,639,274,24.1,NaN,2803,0,152.7,0,0,0,560,47.1,27.9,2996,2.6,214.5,22,6,25.5,77.6,15.8,118.9,25,3.9,65.5,3.7,NaN,11,2550.7,115.7,-6,19,1339.4,803.2,6305.4,NaN,NaN,11214,15.8
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2007,NaN,NaN,NaN,NaN,8.7,2506,48.1,156.3,NaN,NaN,NaN,9,21,NaN,1289.1,2468,493,13.5,385,31.4,137.7,0.6,52.6,4,NaN,14.3,4.8,NaN,863.1,NaN,NaN,553,273,24.6,NaN,3099,0,164,0,0,0,542,44.2,27.9,3830,1.4,115.7,23,6.4,26.2,80.1,16.3,122.6,25,4.1,63.6,3.8,NaN,11.1,2780.3,102.1,-4.8,19,1982.4,1212.9,7739.8,NaN,NaN,15414,15.3
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2008,14476,32.2,2.8,NaN,9.2,1886,NaN,NaN,NaN,NaN,NaN,9,22,NaN,1940.1,1919,571,12.7,389,31.1,NaN,0.5,44.5,1,NaN,7,0.5,NaN,913.4,NaN,NaN,694,389,24.8,NaN,3180,0,138.2,0,125,0,512,40.9,28.9,4760,1.3,105.3,24,6.6,27,81.6,16.7,125.3,27,4.2,63.4,4.2,NaN,11.5,897.7,80,-3.5,19,NaN,1276.9,8361.3,NaN,NaN,20725,15.9
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2009,19374,30,2.8,NaN,10.3,767,NaN,NaN,NaN,NaN,NaN,9,27,NaN,1096,1636,615,12.2,373,29,NaN,0.5,42.4,1,NaN,14.3,13.2,NaN,776.5,NaN,NaN,1129,979,24.4,NaN,3480,0,69.6,0,0,0,549,42.7,29.7,6540,1.4,108.9,24,7,28.1,82.9,17.5,128.5,27,4.3,61,4.3,NaN,11.9,967.8,98.5,-1.9,20,NaN,1568.8,7505.9,NaN,NaN,22031,14.1
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2010,23759,24.6,2.4,7537,10.7,3602,4.3,NaN,NaN,NaN,NaN,9,23,NaN,1321.1,1559,697,13,593,45,NaN,1.1,84.9,2,NaN,13.8,12.8,NaN,936.5,NaN,NaN,595,509,25.3,2184,3357,0,206.5,0,125,0,890,67.5,30.5,8175,1.7,132.8,25,NaN,NaN,NaN,NaN,131.8,28,4.3,NaN,4.4,5531,NaN,2019.2,197.8,-2.3,NaN,NaN,1377.8,9092.7,NaN,NaN,23840,14
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2011,20690,31.1,2.5,5848,10.1,3800,6.6,150.6,NaN,NaN,NaN,8,21,NaN,1965.2,1543,753,11.1,602,44.3,NaN,1.1,78,2,NaN,29.2,7.3,NaN,1369.9,NaN,NaN,538,384,27.4,4344,3599,0,214.4,0,125,0,879,64.6,31.3,8907,1.7,128.3,25,8.6,29.3,85.9,20.8,136,29,4.8,NaN,4.8,6274,NaN,3778.6,174.6,-1,NaN,NaN,1531.4,9246.1,NaN,NaN,26850,14.4
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2012,28226.1,30.5,3.1,5583.7,12.3,1980,745.5,200,NaN,NaN,NaN,9,20,NaN,2077.9,1653,780,11.3,585,41.3,NaN,1.1,74.3,2,NaN,12.4,0.7,1.4,4596.6,NaN,NaN,344,296,27.9,5539,3609,0,114,0,0,825,824,58.2,33.8,9896,2,141.1,25,9.2,30.5,89.1,22.1,141.7,31,5.4,NaN,5.5,6465,NaN,4564.8,115.8,1,NaN,NaN,1724.3,11770.4,NaN,NaN,31471,15.3
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2013,37896,29.5,1.4,6473,11.5,4068,1096.2,136.7,NaN,NaN,NaN,16,25,NaN,2240.9,1723,808,10.4,623,42.6,NaN,1.1,73.2,2,NaN,47.3,1.7,16.2,6202.8,NaN,NaN,243,202,26.6,4446,3744,0,225.3,0,610,1220,865,59.1,36.2,10696.3,2.1,145.6,25,9.8,31.7,91.4,23.2,146.3,34,6.3,NaN,6.7,6192,NaN,5685.9,117.2,1.1,NaN,NaN,2853.5,13553.9,NaN,NaN,36782,16.1
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2014,40280.6,30.6,1.7,3952.7,12.1,8411,1178.7,99.9,NaN,NaN,NaN,17,21,NaN,1729,1292,719,10.2,686,45.1,NaN,1.1,71.2,NaN,NaN,0.8,0.3,0.2,1586.1,NaN,NaN,266,215,26.7,5457,3871,NaN,461.8,0,835,1110,963,63.4,NaN,NaN,2.5,161.8,NaN,10.4,33,94.2,24.8,152,36,7.1,NaN,7.5,NaN,NaN,8237.1,134.2,1.9,NaN,NaN,2878.9,14740.2,NaN,NaN,40642.8,15.1
Московская область,Железнодорожный,Железнодорожный,46724000001,55.75,38.01667,2015,113974.1,33.1,4.8,8439.8,14.5,4706,7384,84.7,NaN,NaN,NaN,15,75,2,10578.9,NaN,NaN,12,588,50.3,NaN,0.6,48.7,NaN,NaN,12.3,9,1,22993.9,NaN,NaN,617,467,37,4608,7311,50,267.2,0,960,0,746,63.8,37.2,13099.7,3.1,265.7,NaN,10.7,24.4,69.7,22.9,117,32,6.2,NaN,6.5,NaN,NaN,26926,93.8,2.5,NaN,NaN,2696.1,28643.1,NaN,NaN,51790.1,54.6
Московская область,Жуковский,Жуковский,46725000001,55.59777778,38.11944444,2002,NaN,NaN,NaN,NaN,7.5,94,46.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,727.4,620,384,16.2,649,68.7,46.4,1.2,124.9,4,2013.1,2.4,2.1,NaN,622,534,129,NaN,NaN,19.9,NaN,3889,0,7.5,0,0,0,1294,126.9,27.1,1758,1.8,187.5,6,NaN,NaN,NaN,NaN,101.3,19,2.1,NaN,2.1,NaN,10,1888.2,NaN,-8.7,19,362.4,NaN,NaN,NaN,NaN,4411,39.5
Московская область,Жуковский,Жуковский,46725000001,55.59777778,38.11944444,2003,NaN,NaN,NaN,NaN,7.5,420,68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,774.5,645,369,15.1,657,65,44.7,1.2,116.7,4,2322.9,56.4,55.9,NaN,1511.8,620,202,NaN,NaN,18.8,NaN,4092,0,36.7,0,0,0,1302,128.8,27.1,2120.6,2.3,226.7,6,NaN,NaN,NaN,NaN,101.1,19,2.1,NaN,2.1,NaN,9.4,2023,NaN,-7.6,20,461,NaN,NaN,NaN,NaN,5888,37.7
Московская область,Жуковский,Жуковский,46725000001,55.59777778,38.11944444,2004,NaN,NaN,NaN,NaN,8.2,1255,84.6,101.7,NaN,NaN,NaN,NaN,NaN,NaN,402.6,639,280,15.2,661,65.3,50.1,1.2,116.6,4,NaN,24.8,10.5,NaN,1195.1,602,370,NaN,NaN,19.1,NaN,4314,0,104.1,0,0,0,1308,129.3,27.2,2456.7,2.9,288.8,6,4.3,25.9,62.5,12.8,101.2,20,2.3,54.9,2.2,NaN,8.9,2341.5,106.4,-7,19,813,399.9,3138.9,NaN,NaN,6818,43.3
Московская область,Жуковский,Жуковский,46725000001,55.59777778,38.11944444,2005,NaN,NaN,NaN,NaN,7.2,943,82.9,80.6,NaN,NaN,NaN,11,17,NaN,524.5,875,289,15,704,69.5,73.2,1.1,104,4,NaN,49.2,8.1,NaN,2837.2,546,142,NaN,NaN,20.5,NaN,4473,0,70.4,0,0,0,1299,128.3,27.5,3028.5,2.9,288.5,6,4.5,26.1,62.8,12.4,101.3,20,2.5,55.1,2.4,NaN,8.5,2577.6,101,-7.8,19,903.2,538.2,3324.5,NaN,NaN,9003,41.9
Московская область,Жуковский,Жуковский,46725000001,55.59777778,38.11944444,2006,NaN,NaN,NaN,NaN,8,428,61.7,64,NaN,NaN,NaN,8,16,NaN,791.7,1387,325,14.5,701,68.7,167.4,0.9,92.6,4,NaN,25.6,16.4,NaN,836.6,NaN,NaN,222,60,20.6,NaN,4160,0,26.9,0,0,0,1272,124.7,27.8,3425,2.9,286.4,6,4.7,26.5,63.1,12.4,102,19,2.5,54.2,2.4,NaN,8.2,3595,131.3,-6.5,19,1161.6,856.2,4372.6,NaN,NaN,13550,28.7
Московская область,Жуковский,Жуковский,46725000001,55.59777778,38.11944444,2007,NaN,NaN,NaN,NaN,8.7,962,107.3,150.9,NaN,NaN,NaN,6,17,NaN,1368.4,1130,327,13.8,700,67.9,161.1,0.9,88.8,4,NaN,39.4,32.1,NaN,1283,NaN,NaN,190,145,20.8,NaN,4345,0,67.1,0,0,0,1270,123.2,28.2,4325,2.9,283.5,6,4.9,27,63.4,12.7,103.1,20,2.5,51.8,2.4,NaN,8.1,4275,111.4,-5.1,20,1472.7,767.3,5120.1,NaN,NaN,17897,28.5
Московская область,Жуковский,Жуковский,46725000001,55.59777778,38.11944444,2008,25993,47.8,10.9,NaN,10,699,5.6,60.8,NaN,NaN,NaN,5,14,NaN,885.8,1041,371,14.3,446,42,NaN,0.9,84,2,NaN,37.7,33.1,NaN,1678.2,NaN,NaN,599,271,21.2,NaN,3797,0,62.2,0,0,0,803,76,28.4,5433,2,193,7,5.2,27.4,63.8,13.2,104.4,21,2.9,56.7,2.5,NaN,8.4,3465.2,107.6,-4.3,20,NaN,821.9,2760.6,NaN,NaN,23679,28.3
Московская область,Жуковский,Жуковский,46725000001,55.59777778,38.11944444,2009,26070,47.9,9.9,NaN,10.5,132,1.3,18,NaN,NaN,NaN,6,13,NaN,1062,979,412,14.2,448,42.8,NaN,0.9,83.7,2,NaN,40.7,40.2,NaN,1584,NaN,NaN,594,292,21.5,NaN,4001,0,12.6,0,0,288,826,78.9,28.8,7391,2,192.9,7,5.5,27.9,63.3,13.6,104.8,23,3.3,60,2.8,NaN,8.6,3899.8,102.8,-3.7,20,NaN,1013.7,3070.1,NaN,NaN,26935,27.3
Московская область,Жуковский,Жуковский,46725000001,55.59777778,38.11944444,2010,28146,46.3,8.9,3411,10.2,209,1.8,131.8,NaN,NaN,NaN,8,14,NaN,556.6,932,444,15.8,304,29,NaN,0.9,83.7,2,NaN,60.9,60.1,NaN,2030.8,NaN,NaN,166,82,22.6,585,3214,0,14.1,0,0,0,798,76.1,29.3,9358,1,98.4,7,NaN,NaN,NaN,NaN,104.8,23,3.4,NaN,3,709,NaN,5223.2,127,-5.5,NaN,NaN,1187.8,2397.6,NaN,NaN,29332,27.8
Московская область,Жуковский,Жуковский,46725000001,55.59777778,38.11944444,2011,32402,45.7,12.3,7804,10.1,249,2.6,139.6,NaN,NaN,NaN,7,20,NaN,859.3,1008,451,12.8,307,28.9,NaN,0.8,72.5,2,NaN,34.8,16.5,0.7,1926.8,NaN,NaN,110,48,21.5,1732,3443,0,16.1,0,0,0,622,58.5,29.8,10274,1,97,7,5.5,29,63.8,13.4,106.2,23,3.5,NaN,3.2,1151,NaN,6317.3,112.8,-2.7,NaN,NaN,1300.2,5370.5,NaN,NaN,34434,28.1
Московская область,Жуковский,Жуковский,46725000001,55.59777778,38.11944444,2012,35194.8,46,11.2,4900.9,11.5,224,3.6,134.9,NaN,NaN,NaN,7,20,NaN,587.1,1042,503,14,339,31.7,NaN,0.8,72,2,NaN,53.3,50.8,NaN,1290,NaN,NaN,274,78,21.5,891,3646,0,13,0,0,0,644,60.3,30,11440,1,96.5,7,5.7,29.5,63.4,14,106.9,24,3.9,NaN,3.8,2716,NaN,5515.5,83.7,-2.5,NaN,NaN,1493,6564.4,NaN,NaN,39119,27.7
Московская область,Жуковский,Жуковский,46725000001,55.59777778,38.11944444,2013,30985.1,43.5,11.9,2848.2,11.3,477,5.3,137.9,NaN,NaN,NaN,7,20,NaN,1121.7,1110,516,13.4,303,28.2,NaN,0.8,71.6,2,NaN,79.2,78,0.1,5877.8,NaN,NaN,349,99,21.8,910,3762,0,35.5,0,250,0,619,57.6,30.3,12577.6,1,95.9,7,6.1,30,63,14.6,107.6,24,4.1,NaN,3.9,3227,NaN,6454,110.1,-2.1,NaN,NaN,1500.9,7496.9,NaN,NaN,42652.1,27.1
Московская область,Жуковский,Жуковский,46725000001,55.59777778,38.11944444,2014,38927.3,38.6,10,6110.1,11.5,401,NaN,NaN,NaN,NaN,NaN,8,19,NaN,454.2,841,384,13.9,341,31.6,NaN,0.8,75.3,NaN,NaN,38.5,38.4,0.1,2001.4,NaN,NaN,539,120,22.1,521,3938,NaN,23.2,0,325,0,665,61.7,30.7,13722,1,96.6,NaN,6.4,30.5,62.1,15.2,107.8,24,4.5,NaN,4.4,NaN,NaN,7705.2,110.6,-2.4,NaN,NaN,1606.9,4997.9,NaN,NaN,46090.6,26.4
